"ORGANIZATION NUMBER","ACCOUNT_NAME","PACKAGE_ID","INVOICE_NUM","TRANSACTION_DATE","DC_PROD_NUM","DC_PROD_NAME","DC_UNIT_OF_MEASURE","DC_QTY","DC_QTY_SIZE","DELIVERED_QUANTITY","DELIVERED_PRICE","UNIT_PRICE"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37500783","1894687","14-JUN-17","101306","SPINACH--CLIPPED 4/2.5# BR *L","CS","1","4/2.5#","1","12.54","12.67"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37500783","1894687","14-JUN-17","101216","LETTUCE--ICEBERG CHPD 1X1 8/2#","CS","1","8/2#","3","30.03","10.11"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37500783","1894687","14-JUN-17","101785","LETTUCE--BURGERLEAF 5/2# BR *L","CS","1","5/2#","1","16.31","16.47"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37500783","1894687","14-JUN-17","100067","CILANTRO--CLEANED 1#--BG","EA","1","1#","6","28.04","4.72"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37500783","1894687","14-JUN-17","100311","ONION--GREEN CLEAN ICELESS 2#-","EA","1","2#","1","5.12","5.17"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37500783","1894687","14-JUN-17","101617","CELERY--STICK 4"" 5#--BG BR","EA","1","5#","1","6.82","6.89"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37500783","1894687","14-JUN-17","850122","PEPPER--RED 5#--SPLIT","CS","1","5#","1","8.85","8.94"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37500783","1894687","14-JUN-17","101664","CUCUMBER--PICKLING BR","CS","1","1/2 BUS","1","23.76","24"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37500783","1894687","14-JUN-17","870024","TOMATO--LOOSE 5X5 BULK","CS","1","25#","1","18.31","18.5"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37500783","1894687","14-JUN-17","100294","TOMATO--SALSA 25# UBU","CS","1","25#","2","30.1","15.2"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37500783","1894687","14-JUN-17","430070","FRIES--3/8""CUT COATED ZTF 6/6#","CS","1","6/6#","6","105.43","17.75"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101700","ONION--RED MEDIUM 25# BR","CS","1","25#","1","11.38","11.5"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101699","ONION--YELLOW JUMBO 50# BR","CS","1","50#","2","24.95","12.6"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101575","BROCCOLI--FLORETS 6/3# BR *L","CS","1","6/3#","4","82.53","20.84"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","102251","CAULIFLOWER--FLORETS 4/3# BR *","CS","1","4/3#","1","20.38","20.59"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101217","SPRING MIX--4/3# BR *L","CS","1","4/3#","2","40.27","20.34"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101306","SPINACH--CLIPPED 4/2.5# BR *L","CS","1","4/2.5#","1","12.54","12.67"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","100110","PINEAPPLE--PREMIUM GOLD","CS","1","28#","1","16.6","16.77"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","850106","ORANGES--12CT--SPLIT","CS","1","12CT","1","9.01","9.1"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101216","LETTUCE--ICEBERG CHPD 1X1 8/2#","CS","1","8/2#","6","60.05","10.11"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101785","LETTUCE--BURGERLEAF 5/2# BR *L","CS","1","5/2#","1","16.31","16.47"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","100067","CILANTRO--CLEANED 1#--BG","EA","1","1#","10","46.73","4.72"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","100311","ONION--GREEN CLEAN ICELESS 2#-","EA","1","2#","4","20.47","5.17"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101617","CELERY--STICK 4"" 5#--BG BR","EA","1","5#","3","20.46","6.89"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101724","ASPARAGUS--STANDARD 11# BR","CS","1","11#","3","77.61","26.13"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","100918","CABBAGE--GREEN SHRED 5# W/BAGS","EA","1","5#","1","4.71","4.76"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","850122","PEPPER--RED 5#--SPLIT","CS","1","5#","3","26.55","8.94"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101802","TOMATO--GRAPE RED 10# BR","CS","1","10#","1","15.59","15.75"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","100043","LEMONS--200CT CHOICE *L*","CS","1","200CT","1","24.89","25.14"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101664","CUCUMBER--PICKLING BR","CS","1","1/2 BUS","3","71.28","24"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","100821","CHILE--JALAPENO 10#","CS","1","10#","2","30.53","15.42"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","100083","LIMES--200/230CT","CS","1","200/230","1","15.2","15.35"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","100266","AVOCADO--HAND SCOOPED 8/2# BR","CS","1","8/2#","2","86.01","43.44"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101320","AVOCADO--#2 48CT-BR","CS","1","48CT","5","231.66","46.8"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","100054","MELON--WATERMELON SEEDLESS EA","EA","1","EA","3","21.83","7.35"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","870024","TOMATO--LOOSE 5X5 BULK","CS","1","25#","2","36.63","18.5"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","100294","TOMATO--SALSA 25# UBU","CS","1","25#","5","75.24","15.2"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","101982","PEPPER--GREEN FX *L*","CS","1","22#","3","57.23","19.27"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37525554","1895510","16-JUN-17","430070","FRIES--3/8""CUT COATED ZTF 6/6#","CS","1","6/6#","13","228.44","17.75"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","100067","CILANTRO--CLEANED 4/1# *L","CS","1","4/1#","1","12.76","12.89"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","100110","PINEAPPLE--PREMIUM GOLD","CS","1","28#","1","16.6","16.77"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","100266","AVOCADO--HAND SCOOPED 8/2# BR","CS","1","8/2#","2","86.01","43.44"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","100294","TOMATO--SALSA 25# UBU","CS","1","25#","1","14.06","14.2"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","101216","LETTUCE--ICEBERG CHPD 1X1 8/2#","CS","1","8/2#","5","50.04","10.11"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","101217","SPRING MIX--4/3# BR *L","CS","1","4/3#","1","20.14","20.34"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","101306","SPINACH--CLIPPED 4/2.5# BR *L","CS","1","4/2.5#","1","12.54","12.67"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","101575","BROCCOLI--FLORETS 6/3# BR *L","CS","1","6/3#","1","20.63","20.84"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","101699","ONION--YELLOW JUMBO 50# BR","CS","1","50#","1","11.19","11.3"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","101700","ONION--RED MEDIUM 25# BR","CS","1","25#","1","10.1","10.2"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","101724","ASPARAGUS--STANDARD 11# BR","CS","1","11#","1","25.87","26.13"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","101802","TOMATO--GRAPE RED 10# BR","CS","1","10#","1","15.59","15.75"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","101982","PEPPER--GREEN FX *L*","CS","1","22#","2","38.15","19.27"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","430070","FRIES--3/8""CUT COATED ZTF 6/6#","CS","1","6/6#","7","123.01","17.75"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37551805","1896769","19-JUN-17","870024","TOMATO--LOOSE 5X5 BULK","CS","1","25#","1","17.32","17.5"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","100047","ORANGES--88CT *","CS","1","88CT","1","22.7","22.93"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","100067","CILANTRO--CLEANED 4/1# *L","CS","1","4/1#","2","25.52","12.89"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","100266","AVOCADO--HAND SCOOPED 8/2# BR","CS","1","8/2#","2","86.01","43.44"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","100294","TOMATO--SALSA 25# UBU","CS","1","25#","2","28.12","14.2"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","100821","CHILE--JALAPENO 10#","CS","1","10#","1","15.27","15.42"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","101216","LETTUCE--ICEBERG CHPD 1X1 8/2#","CS","1","8/2#","4","40.04","10.11"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","101217","SPRING MIX--4/3# BR *L","CS","1","4/3#","1","20.14","20.34"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","101306","SPINACH--CLIPPED 4/2.5# BR *L","CS","1","4/2.5#","1","12.54","12.67"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","101575","BROCCOLI--FLORETS 6/3# BR *L","CS","1","6/3#","2","41.26","20.84"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","101664","CUCUMBER--PICKLING BR","CS","1","1/2 BUS","1","23.76","24"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","101724","ASPARAGUS--STANDARD 11# BR","CS","1","11#","1","25.87","26.13"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","101785","LETTUCE--BURGERLEAF 5/2# BR *L","CS","1","5/2#","1","16.31","16.47"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","102251","CAULIFLOWER--FLORETS 4/3# BR *","CS","1","4/3#","1","20.38","20.59"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","430070","FRIES--3/8""CUT COATED ZTF 6/6#","CS","1","6/6#","7","123.01","17.75"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","100311","ONION--GREEN CLEAN ICELESS 2#-","EA","1","2#","1","5.12","5.17"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","100911","GARLIC--PEELED 5# CA ONLY","EA","1","5#","1","14.71","14.86"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37577324","1897793","21-JUN-17","870024","TOMATO--LOOSE 5X5 BULK","CS","1","25#","1","17.32","17.5"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","100067","CILANTRO--CLEANED 4/1# *L","CS","1","4/1#","2","25.52","12.89"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","100110","PINEAPPLE--PREMIUM GOLD","CS","1","28#","1","16.6","16.77"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","100266","AVOCADO--HAND SCOOPED 8/2# BR","CS","1","8/2#","1","43.01","43.44"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","100294","TOMATO--SALSA 25# UBU","CS","1","25#","4","56.23","14.2"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","100821","CHILE--JALAPENO 10#","CS","1","10#","1","15.27","15.42"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101216","LETTUCE--ICEBERG CHPD 1X1 8/2#","CS","1","8/2#","7","70.06","10.11"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101217","SPRING MIX--4/3# BR *L","CS","1","4/3#","2","40.27","20.34"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101306","SPINACH--CLIPPED 4/2.5# BR *L","CS","1","4/2.5#","1","12.54","12.67"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101320","AVOCADO--#2 48CT-BR","CS","1","48CT","3","139","46.8"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101575","BROCCOLI--FLORETS 6/3# BR *L","CS","1","6/3#","2","41.26","20.84"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101664","CUCUMBER--PICKLING BR","CS","1","1/2 BUS","2","47.52","24"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101699","ONION--YELLOW JUMBO 50# BR","CS","1","50#","2","22.37","11.3"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101700","ONION--RED MEDIUM 25# BR","CS","1","25#","1","10.1","10.2"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101724","ASPARAGUS--STANDARD 11# BR","CS","1","11#","2","51.74","26.13"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101785","LETTUCE--BURGERLEAF 5/2# BR *L","CS","1","5/2#","1","16.31","16.47"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101802","TOMATO--GRAPE RED 10# BR","CS","1","10#","1","15.59","15.75"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101982","PEPPER--GREEN FX *L*","CS","1","22#","2","38.15","19.27"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","102251","CAULIFLOWER--FLORETS 4/3# BR *","CS","1","4/3#","1","20.38","20.59"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","430070","FRIES--3/8""CUT COATED ZTF 6/6#","CS","1","6/6#","8","140.58","17.75"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","100311","ONION--GREEN CLEAN ICELESS 2#-","EA","1","2#","2","10.24","5.17"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","100911","GARLIC--PEELED 5# CA ONLY","EA","1","5#","1","14.71","14.86"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","101617","CELERY--STICK 4"" 5#--BG BR","EA","1","5#","1","6.82","6.89"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37601026","1898549","23-JUN-17","870024","TOMATO--LOOSE 5X5 BULK","CS","1","25#","2","34.65","17.5"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","100043","LEMONS--200CT CHOICE *L*","CS","1","200CT","1","24.89","25.14"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","100067","CILANTRO--CLEANED 4/1# *L","CS","1","4/1#","1","12.76","12.89"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","100083","LIMES--200/230CT","CS","1","200/230","1","14.21","14.35"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","100110","PINEAPPLE--PREMIUM GOLD","CS","1","28#","1","16.6","16.77"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","100266","AVOCADO--HAND SCOOPED 8/2# BR","CS","1","8/2#","2","86.01","43.44"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","100294","TOMATO--SALSA 25# UBU","CS","1","25#","3","36.23","12.2"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","100821","CHILE--JALAPENO 10#","CS","1","10#","1","15.27","15.42"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","101216","LETTUCE--ICEBERG CHPD 1X1 8/2#","CS","1","8/2#","3","30.03","10.11"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","101217","SPRING MIX--4/3# BR *L","CS","1","4/3#","1","20.14","20.34"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","101320","AVOCADO--#2 48CT-BR","CS","1","48CT","2","92.66","46.8"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","101575","BROCCOLI--FLORETS 6/3# BR *L","CS","1","6/3#","2","41.26","20.84"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","101664","CUCUMBER--PICKLING BR","CS","1","1/2 BUS","1","23.76","24"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","101699","ONION--YELLOW JUMBO 50# BR","CS","1","50#","1","11.19","11.3"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","101700","ONION--RED MEDIUM 25# BR","CS","1","25#","1","10.1","10.2"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","101982","PEPPER--GREEN FX *L*","CS","1","22#","2","38.15","19.27"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","430070","FRIES--3/8""CUT COATED ZTF 6/6#","CS","1","6/6#","9","158.15","17.75"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","100054","MELON--WATERMELON SEEDLESS EA","EA","1","EA","3","25.78","8.68"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","100311","ONION--GREEN CLEAN ICELESS 2#-","EA","1","2#","2","10.24","5.17"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","850122","PEPPER--RED 5#--SPLIT","CS","1","5#","1","8.85","8.94"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","870024","TOMATO--LOOSE 5X5 BULK","CS","1","25#","1","16.33","16.5"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","850011","BANANA--GREENTIP 5#--SPLIT","CS","1","5#","1","7.49","7.57"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37628694","1899887","26-JUN-17","850015","BERRIES--STRAWBERRY 2/1#--SPLI","CS","1","2/1#","3","17.55","5.91"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37642204","1900551","27-JUN-17","101700","ONION--RED MEDIUM 25# BR","CS","1","25#","-1","-10.1","10.1"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","101699","ONION--YELLOW JUMBO 50# BR","CS","1","50#","1","11.19","11.3"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","101575","BROCCOLI--FLORETS 6/3# BR *L","CS","1","6/3#","2","41.26","20.84"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","101217","SPRING MIX--4/3# BR *L","CS","1","4/3#","1","20.14","20.34"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","101306","SPINACH--CLIPPED 4/2.5# BR *L","CS","1","4/2.5#","1","12.54","12.67"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","100110","PINEAPPLE--PREMIUM GOLD","CS","1","28#","1","16.6","16.77"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","101216","LETTUCE--ICEBERG CHPD 1X1 8/2#","CS","1","8/2#","3","30.03","10.11"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","101785","LETTUCE--BURGERLEAF 5/2# BR *L","CS","1","5/2#","1","16.31","16.47"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","100067","CILANTRO--CLEANED 1#--BG","EA","1","1#","5","23.36","4.72"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","100311","ONION--GREEN CLEAN ICELESS 2#-","EA","1","2#","1","5.12","5.17"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","101617","CELERY--STICK 4"" 5#--BG BR","EA","1","5#","1","6.82","6.89"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","101724","ASPARAGUS--STANDARD 11# BR","CS","1","11#","1","25.87","26.13"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","100918","CABBAGE--GREEN SHRED 5# W/BAGS","EA","1","5#","1","4.71","4.76"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","850122","PEPPER--RED 5#--SPLIT","CS","1","5#","1","8.85","8.94"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","101664","CUCUMBER--PICKLING BR","CS","1","1/2 BUS","1","23.76","24"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","100821","CHILE--JALAPENO 10#","CS","1","10#","1","15.27","15.42"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","101320","AVOCADO--#2 48CT-BR","CS","1","48CT","2","92.66","46.8"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","870024","TOMATO--LOOSE 5X5 BULK","CS","1","25#","1","16.33","16.5"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","100294","TOMATO--SALSA 25# UBU","CS","1","25#","2","24.16","12.2"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37654534","1900878","28-JUN-17","430070","FRIES--3/8""CUT COATED ZTF 6/6#","CS","1","6/6#","2","35.14","17.75"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37681508","1901891","30-JUN-17","101802","TOMATO--GRAPE RED 10# BR","CS","1","10#","1","15.59","15.75"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37681508","1901891","30-JUN-17","101982","PEPPER--GREEN FX *L*","CS","1","22#","2","38.15","19.27"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37681508","1901891","30-JUN-17","102251","CAULIFLOWER--FLORETS 4/3# BR *","CS","1","4/3#","1","20.38","20.59"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37681508","1901891","30-JUN-17","430070","FRIES--3/8""CUT COATED ZTF 6/6#","CS","1","6/6#","12","210.87","17.75"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37681508","1901891","30-JUN-17","100311","ONION--GREEN CLEAN ICELESS 2#-","EA","1","2#","2","10.24","5.17"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37681508","1901891","30-JUN-17","100911","GARLIC--PEELED 5# CA ONLY","EA","1","5#","1","14.71","14.86"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37681508","1901891","30-JUN-17","101617","CELERY--STICK 4"" 5#--BG BR","EA","1","5#","1","6.82","6.89"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37681508","1901891","30-JUN-17","870024","TOMATO--LOOSE 5X5 BULK","CS","1","25#","2","32.67","16.5"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37681508","1901891","30-JUN-17","100067","CILANTRO--CLEANED 4/1# *L","CS","1","4/1#","2","25.52","12.89"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37681508","1901891","30-JUN-17","100266","AVOCADO--HAND SCOOPED 8/2# BR","CS","1","8/2#","1","43.01","43.44"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37681508","1901891","30-JUN-17","100294","TOMATO--SALSA 25# UBU","CS","1","25#","4","48.31","12.2"
"FRESHPOINT_158","BRINKER-CHILI'S #075","37681508","1901891","30-JUN-17","100821","CHILE--JALAPENO 10#","CS","1","10#","1","15.27","15.42"
